23,23,23,23,23,23,23,23,23,23,04,10,02,23,23,23
23,23,23,23,23,23,23,23,23,23,04,14,02,23,23,23
23,23,23,23,23,23,23,23,23,23,04,14,02,23,23,23
23,23,23,23,23,23,23,23,23,05,17,14,18,13,13,06
23,23,23,23,23,23,23,23,23,04,19,14,01,01,01,02
23,23,23,23,23,23,23,23,23,04,12,12,12,12,12,02
23,23,23,23,23,23,23,23,23,08,03,03,22,12,12,02
23,23,23,23,23,23,23,23,23,23,23,23,04,12,12,02
23,23,23,23,05,13,13,13,13,13,13,06,04,12,12,02
23,23,23,23,04,10,01,09,01,01,11,18,17,00,00,02
13,13,13,13,17,00,14,15,00,14,00,01,01,00,00,02
01,09,01,11,16,00,14,12,00,12,14,00,00,00,00,02
15,12,00,14,00,00,00,12,14,00,00,20,03,03,03,07
14,00,14,12,00,00,14,00,12,14,12,02,23,23,23,23
00,15,14,00,15,12,12,14,00,15,00,02,23,23,23,23
03,03,03,03,03,03,03,03,03,03,03,07,23,23,23,23

0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0


